lat,lon,itch_index_idw
36.824,-76.317,3.130044179617765
36.824,-76.31300080219906,3.1367258861010594
36.824,-76.30900160439812,3.1523805514777505
36.824,-76.30500240659718,3.1830983030868776
36.824,-76.30100320879625,3.238993450519193
36.824,-76.29700401099531,3.339431844009685
36.824,-76.29300481319437,3.5285459833364476
36.824,-76.28900561539344,3.927323999676504
36.824,-76.2850064175925,4.914628047739815
36.824,-76.28100721979156,5.563920633738289
36.824,-76.27700802199062,3.8099106137198544
36.824,-76.27300882418969,3.2604785298672514
36.824,-76.26900962638875,4.401764029269631
36.824,-76.26501042858781,4.982440056125546
36.824,-76.26101123078688,5.96640282878197
36.824,-76.25701203298594,5.983778936811314
36.824,-76.253012835185,4.516444860520194
36.824,-76.24901363738407,4.151656870967276
36.824,-76.24501443958313,3.9574253133209796
36.824,-76.2410152417822,3.802551296472396
36.824,-76.23701604398126,3.6801617304022316
36.824,-76.23301684618032,3.588782543368278
36.824,-76.22901764837938,3.5257334095065573
36.824,-76.22501845057845,3.4842332808999013
36.824,-76.22101925277751,3.4511920311319226
36.824,-76.21702005497657,3.4090044570848987
36.824,-76.21302085717564,3.3467635861668734
36.824,-76.2090216593747,3.285680589472485
36.824,-76.20502246157376,3.2916830776869856
36.824,-76.20102326377283,3.4527985166517006
36.824,-76.19702406597189,3.7267041067778743
36.824,-76.19302486817095,3.754313484077464
36.824,-76.18902567037001,3.587621115752438
36.824,-76.18502647256908,3.462423551741881
36.824,-76.18102727476814,3.394124524948209
36.829,-76.317,3.093842248836623
36.829,-76.31300080219906,3.0878942181894664
36.829,-76.30900160439812,3.088195196117315
36.829,-76.30500240659718,3.1005148990047333
36.829,-76.30100320879625,3.133170885246942
36.829,-76.29700401099531,3.2002703249729247
36.829,-76.29300481319437,3.3364700716853983
36.829,-76.28900561539344,3.6526692586892384
36.829,-76.2850064175925,4.41271913047206
36.829,-76.28100721979156,5.2262217475918655
36.829,-76.27700802199062,5.564539441450346
36.829,-76.27300882418969,1.303454358998135
36.829,-76.26900962638875,6.15523187652586
36.829,-76.26501042858781,6.612343899455846
36.829,-76.26101123078688,4.4608060876060005
36.829,-76.25701203298594,3.8310036178255116
36.829,-76.253012835185,4.322822770272363
36.829,-76.24901363738407,4.386414113043301
36.829,-76.24501443958313,4.1091490008259175
36.829,-76.2410152417822,3.8702174532505924
36.829,-76.23701604398126,3.6982524362078486
36.829,-76.23301684618032,3.5790331202105463
36.829,-76.22901764837938,3.5165860295569367
36.829,-76.22501845057845,3.502944630903918
36.829,-76.22101925277751,3.5125490414046237
36.829,-76.21702005497657,3.4991303165158074
36.829,-76.21302085717564,3.382692945680933
36.829,-76.2090216593747,3.174038028817949
36.829,-76.20502246157376,3.0637943623452055
36.829,-76.20102326377283,3.356796930239022
36.829,-76.19702406597189,5.2149762745709545
36.829,-76.19302486817095,4.631609091893912
36.829,-76.18902567037001,3.7426300494012246
36.829,-76.18502647256908,3.4941921191933987
36.829,-76.18102727476814,3.406779812809075
36.834,-76.317,3.057656839142063
36.834,-76.31300080219906,3.033934592220967
36.834,-76.30900160439812,3.0114301823952068
36.834,-76.30500240659718,2.9957775621537643
36.834,-76.30100320879625,2.9919183158339107
36.834,-76.29700401099531,2.9969343442504317
36.834,-76.29300481319437,2.9805609333807754
36.834,-76.28900561539344,2.8669770845780094
36.834,-76.2850064175925,3.983797778497083
36.834,-76.28100721979156,3.8759918923348993
36.834,-76.27700802199062,2.0524614686073814
36.834,-76.27300882418969,1.878727611174416
36.834,-76.26900962638875,5.80986163673698
36.834,-76.26501042858781,5.005821047330484
36.834,-76.26101123078688,2.669740667644791
36.834,-76.25701203298594,3.020467244306211
36.834,-76.253012835185,6.582285034987391
36.834,-76.24901363738407,5.4808141949327025
36.834,-76.24501443958313,4.316144285178661
36.834,-76.2410152417822,3.9289453542621824
36.834,-76.23701604398126,3.668716645468613
36.834,-76.23301684618032,3.462862148703583
36.834,-76.22901764837938,3.417146265523767
36.834,-76.22501845057845,3.504181424231363
36.834,-76.22101925277751,3.660199350044378
36.834,-76.21702005497657,3.918451943405675
36.834,-76.21302085717564,3.821984389322515
36.834,-76.2090216593747,2.9515458196000823
36.834,-76.20502246157376,2.3775259225247423
36.834,-76.20102326377283,2.0319264335886933
36.834,-76.19702406597189,0.8231916866643985
36.834,-76.19302486817095,3.747485708713581
36.834,-76.18902567037001,3.5750417695094816
36.834,-76.18502647256908,3.4394121473090857
36.834,-76.18102727476814,3.3941796365032184
36.839000000000006,-76.317,3.029205466180165
36.839000000000006,-76.31300080219906,2.9816621799645007
36.839000000000006,-76.30900160439812,2.926346605365585
36.839000000000006,-76.30500240659718,2.8722468053872583
36.839000000000006,-76.30100320879625,2.8299356761368673
36.839000000000006,-76.29700401099531,2.7960061015360527
36.839000000000006,-76.29300481319437,2.7066901555512404
36.839000000000006,-76.28900561539344,2.2717473704490767
36.839000000000006,-76.2850064175925,2.23462842152894
36.839000000000006,-76.28100721979156,2.6313515825969693
36.839000000000006,-76.27700802199062,2.4765770771761395
36.839000000000006,-76.27300882418969,2.7756562869998884
36.839000000000006,-76.26900962638875,3.4611891970472586
36.839000000000006,-76.26501042858781,4.225199968394032
36.839000000000006,-76.26101123078688,3.305730993402328
36.839000000000006,-76.25701203298594,3.8033225638445627
36.839000000000006,-76.253012835185,4.846761187397611
36.839000000000006,-76.24901363738407,4.726842640020469
36.839000000000006,-76.24501443958313,4.27777882855135
36.839000000000006,-76.2410152417822,4.0428069082948035
36.839000000000006,-76.23701604398126,3.5697211760588483
36.839000000000006,-76.23301684618032,2.7028659066671956
36.839000000000006,-76.22901764837938,2.9051267307086217
36.839000000000006,-76.22501845057845,3.4384708035265463
36.839000000000006,-76.22101925277751,3.7980179263816143
36.839000000000006,-76.21702005497657,4.791669382783138
36.839000000000006,-76.21302085717564,6.279931052033139
36.839000000000006,-76.2090216593747,2.39258955044517
36.839000000000006,-76.20502246157376,0.0008028697007575544
36.839000000000006,-76.20102326377283,2.179086373151857
36.839000000000006,-76.19702406597189,3.4972653511074085
36.839000000000006,-76.19302486817095,4.439543498058615
36.839000000000006,-76.18902567037001,3.413384783000413
36.839000000000006,-76.18502647256908,3.320821632563532
36.839000000000006,-76.18102727476814,3.3857370817759582
36.84400000000001,-76.317,3.023050365076628
36.84400000000001,-76.31300080219906,2.944497126173082
36.84400000000001,-76.30900160439812,2.836263452304042
36.84400000000001,-76.30500240659718,2.713850189488685
36.84400000000001,-76.30100320879625,2.61115383452801
36.84400000000001,-76.29700401099531,2.5706541546595827
36.84400000000001,-76.29300481319437,2.584587012410041
36.84400000000001,-76.28900561539344,2.4846070507446982
36.84400000000001,-76.2850064175925,2.020408036590039
36.84400000000001,-76.28100721979156,0.4074259069769382
36.84400000000001,-76.27700802199062,1.6387550053351945
36.84400000000001,-76.27300882418969,1.684145088150027
36.84400000000001,-76.26900962638875,1.8893457525489885
36.84400000000001,-76.26501042858781,0.6088324850064849
36.84400000000001,-76.26101123078688,4.15588294732947
36.84400000000001,-76.25701203298594,8.676752029482474
36.84400000000001,-76.253012835185,5.229674808696026
36.84400000000001,-76.24901363738407,4.365735722739482
36.84400000000001,-76.24501443958313,4.39861342527368
36.84400000000001,-76.2410152417822,4.942871815201748
36.84400000000001,-76.23701604398126,4.400253870802156
36.84400000000001,-76.23301684618032,1.0987857385477127
36.84400000000001,-76.22901764837938,2.4346862327695136
36.84400000000001,-76.22501845057845,3.4793080585609117
36.84400000000001,-76.22101925277751,4.000757411155947
36.84400000000001,-76.21702005497657,3.830994086763325
36.84400000000001,-76.21302085717564,2.8808106433323
36.84400000000001,-76.2090216593747,1.6776151936316586
36.84400000000001,-76.20502246157376,0.0013364306722823648
36.84400000000001,-76.20102326377283,2.794328310020966
36.84400000000001,-76.19702406597189,3.43214970811386
36.84400000000001,-76.19302486817095,1.6842948371594857
36.84400000000001,-76.18902567037001,2.321818537974467
36.84400000000001,-76.18502647256908,3.2374189625938397
36.84400000000001,-76.18102727476814,3.5115646162828806
36.84900000000001,-76.317,3.068874435277878
36.84900000000001,-76.31300080219906,2.9594068042881885
36.84900000000001,-76.30900160439812,2.759158399747079
36.84900000000001,-76.30500240659718,2.4727614741544115
36.84900000000001,-76.30100320879625,2.1974163539751035
36.84900000000001,-76.29700401099531,1.8823167383673851
36.84900000000001,-76.29300481319437,2.5043800832942447
36.84900000000001,-76.28900561539344,2.5871779955434153
36.84900000000001,-76.2850064175925,2.31536632330896
36.84900000000001,-76.28100721979156,1.8318189944569025
36.84900000000001,-76.27700802199062,0.9174827522575696
36.84900000000001,-76.27300882418969,0.8053054430346869
36.84900000000001,-76.26900962638875,2.0091133003896973
36.84900000000001,-76.26501042858781,2.5733673765611584
36.84900000000001,-76.26101123078688,3.6310585239764683
36.84900000000001,-76.25701203298594,4.827334446516984
36.84900000000001,-76.253012835185,4.4179762623685015
36.84900000000001,-76.24901363738407,4.119345753196977
36.84900000000001,-76.24501443958313,4.464871974650981
36.84900000000001,-76.2410152417822,6.433493276779532
36.84900000000001,-76.23701604398126,6.449903089466286
36.84900000000001,-76.23301684618032,5.916572275208528
36.84900000000001,-76.22901764837938,3.771840804583602
36.84900000000001,-76.22501845057845,2.027707537650457
36.84900000000001,-76.22101925277751,7.184718238828308
36.84900000000001,-76.21702005497657,5.135140374707209
36.84900000000001,-76.21302085717564,3.4602633931969384
36.84900000000001,-76.2090216593747,3.232025439344003
36.84900000000001,-76.20502246157376,5.236096739753178
36.84900000000001,-76.20102326377283,4.713018867916493
36.84900000000001,-76.19702406597189,1.0655404235954073
36.84900000000001,-76.19302486817095,2.839186915896636
36.84900000000001,-76.18902567037001,3.587860974094105
36.84900000000001,-76.18502647256908,4.313338192752102
36.84900000000001,-76.18102727476814,4.079527503086709
36.85400000000001,-76.317,3.2218825650775074
36.85400000000001,-76.31300080219906,3.1363041410901027
36.85400000000001,-76.30900160439812,2.827247168969988
36.85400000000001,-76.30500240659718,2.0626187051356615
36.85400000000001,-76.30100320879625,1.0201387834937448
36.85400000000001,-76.29700401099531,1.9800141705569223
36.85400000000001,-76.29300481319437,5.7501060321073085
36.85400000000001,-76.28900561539344,2.7058877399235213
36.85400000000001,-76.2850064175925,2.649302935928762
36.85400000000001,-76.28100721979156,2.1277975429609333
36.85400000000001,-76.27700802199062,0.41478017975414583
36.85400000000001,-76.27300882418969,1.6631596269656983
36.85400000000001,-76.26900962638875,2.0784544725809875
36.85400000000001,-76.26501042858781,1.8631997064994363
36.85400000000001,-76.26101123078688,2.7620889058865474
36.85400000000001,-76.25701203298594,3.7075692288332647
36.85400000000001,-76.253012835185,3.9199270332665517
36.85400000000001,-76.24901363738407,3.774102941751341
36.85400000000001,-76.24501443958313,3.886943720274198
36.85400000000001,-76.2410152417822,5.235409967390696
36.85400000000001,-76.23701604398126,5.58982929886758
36.85400000000001,-76.23301684618032,5.281111361753939
36.85400000000001,-76.22901764837938,3.9672168522910196
36.85400000000001,-76.22501845057845,2.7666409726152104
36.85400000000001,-76.22101925277751,4.047515428554918
36.85400000000001,-76.21702005497657,3.891755103669082
36.85400000000001,-76.21302085717564,3.5907146149577978
36.85400000000001,-76.2090216593747,3.5372550406330294
36.85400000000001,-76.20502246157376,3.5739861992619066
36.85400000000001,-76.20102326377283,3.2637590064527027
36.85400000000001,-76.19702406597189,2.95949953804071
36.85400000000001,-76.19302486817095,3.598831749395357
36.85400000000001,-76.18902567037001,6.744473898994799
36.85400000000001,-76.18502647256908,7.2111130915568395
36.85400000000001,-76.18102727476814,4.794635971095177
36.859000000000016,-76.317,3.5398600542382175
36.859000000000016,-76.31300080219906,3.745673134749215
36.859000000000016,-76.30900160439812,3.622509955814616
36.859000000000016,-76.30500240659718,2.675793494580992
36.859000000000016,-76.30100320879625,1.6466500833970095
36.859000000000016,-76.29700401099531,1.489721956974811
36.859000000000016,-76.29300481319437,0.503144662723465
36.859000000000016,-76.28900561539344,2.230011757791096
36.859000000000016,-76.2850064175925,3.960625952122041
36.859000000000016,-76.28100721979156,4.207958346909557
36.859000000000016,-76.27700802199062,2.642237780303543
36.859000000000016,-76.27300882418969,2.4952440557996924
36.859000000000016,-76.26900962638875,2.256923090675224
36.859000000000016,-76.26501042858781,1.2813208393310984
36.859000000000016,-76.26101123078688,0.9737887186919146
36.859000000000016,-76.25701203298594,4.874247440099245
36.859000000000016,-76.253012835185,4.31268994504006
36.859000000000016,-76.24901363738407,3.4902714469015437
36.859000000000016,-76.24501443958313,2.8688223882275947
36.859000000000016,-76.2410152417822,0.0011705699321755629
36.859000000000016,-76.23701604398126,3.741590267389696
36.859000000000016,-76.23301684618032,4.996185180235491
36.859000000000016,-76.22901764837938,4.471242360898769
36.859000000000016,-76.22501845057845,3.6769156494966433
36.859000000000016,-76.22101925277751,3.2047980704964343
36.859000000000016,-76.21702005497657,2.7208840604256816
