OBJECTID,ATTRIBUTE,SHAPEAREA,SHAPELEN
163,E1UB4L6,5331.52918825884,277.604962670329
164,E1UB4L6,85090.6541646899,2145.38898878352
165,E1UB4L6,31718.1391775063,811.12827254612
166,E1UB4L6,47078.5618704345,1155.66003872095
167,E1UB4Lx,3416.50059506154,215.589631017122
168,E1UBL,2305.22114119433,1018.43062708399
169,E1UBL,47422.7420731283,986.739663845836
170,E1UBL,57847.5344927171,933.409966920068
171,E1UBL,146273.398255681,2236.11645941602
172,E1UBL,48320.8773341059,941.037369350147
173,E1UBL,44193.6519224482,1004.50410227542
174,E1UBL,41707.2079368757,917.422590532706
175,E1UBL,64340.9390703785,970.466334272724
176,E1UBL,122916.306523541,2656.26899894334
177,E1UBL,39987.6737935012,734.404328853596
178,E1UBL,366969.102859443,2520.21666847802
179,E1UBL,81917.8387481581,1048.70109792263
180,E1UBL,37657.9963036051,772.426731781162
181,E1UBL,36891.5195152023,768.464441040882
182,E1UBL,47859.6257601231,885.30741340848
183,E1UBL,23870.4824131359,590.53214857389
184,E1UBL,37855.7456488226,759.450888905013
185,E1UBL,101483.711686082,1711.40089283078
186,E1UBL,94800.3852197237,1192.29855744795
187,E1UBL,53780.7310927759,902.517975912068
188,E1UBL,68805.9643704367,1019.95641999761
189,E1UBL,306893.162258006,3599.03011000162
190,E1UBL,24165.5816466724,638.877173196302
191,E1UBL,570682.508080138,9765.56377092595
192,E1UBL,164090.528585839,1875.85328273963
193,E1UBL,60578.1373064866,897.128239865865
194,E1UBL,31211.3020279083,727.350727100415
195,E1UBL,96671.5150145435,1259.17871518312
196,E1UBL,41067327.0633689,569155.69922621
197,E1UBL,75298.6669822191,1545.1581195001
198,E1UBL,87981.8211424226,1594.99263677149
199,E1UBL,111416.569393141,1236.904807163
200,E1UBL,166432.233016518,2594.1392703493
201,E1UBL,1747448.59596419,25481.8839428468
202,E1UBL,4285537.76569423,53930.4654097437
203,E1UBL,80957.2820361886,2230.11526663854
204,E1UBL,403877.744619861,7505.38419323881
205,E1UBL,996105.47781495,14037.0818648753
206,E1UBL,90118.092111794,1540.59101046208
207,E1UBL,9183.69868968395,414.267538265704
208,E1UBL,30852.2251397111,734.803742318025
209,E1UBL,22675.7802096041,648.487832076396
210,E1UBL,36323.2729747012,807.205507602294
211,E1UBL,167016.142966841,4906.98000405231
212,E1UBL,367644.284498048,10089.3832753105
213,E1UBL,53976.7254609999,2053.52477669767
214,E1UBL,26316.6090155257,1013.06839577724
215,E1UBL,1510237.62967405,38858.4725994517
216,E1UBL,22784.7898714038,638.322928724699
217,E1UBL,258398.247253977,7248.5481214103
218,E1UBL,231178.658505541,6727.02900706241
219,E1UBL,163116.663090978,3130.3756026206
220,E1UBL,8260.96149546932,338.364290852531
221,E1UBL,134949.04325654,3328.83638426178
222,E1UBL,73388.1117154345,1036.30423089465
223,E1UBL,105080.471725003,2306.64018468077
224,E1UBL,18601.9750657151,1074.09426710113
225,E1UBL,58545.9101122807,1381.60387248211
226,E1UBL,18229.4656091834,669.629167131434
227,E1UBL,5101031.7604625,39862.5793867048
228,E1UBL,5890.64937849713,378.801463219813
229,E1UBL,30515.4649975192,747.22097730802
230,E1UBL,58806.461071117,1529.86462286823
231,E1UBL,205561.110170213,2498.94822905103
232,E1UBL,57502.1059482995,1252.86243257138
233,E1UBL,234465.678272331,3700.78745126512
234,E1UBL,277684.628482134,5865.17925552577
235,E1UBL,1238659.08134338,23358.0922361147
236,E1UBL,107134.960509381,2875.94802343302
237,E1UBL,10905653.1084699,241709.536320784
238,E1UBL,12386.4996758157,494.838924288088
239,E1UBL,16075.3569424527,768.708866355256
240,E1UBL,123516.352215158,3345.37849180972
241,E1UBL,1430578.97742088,24646.5022361857
242,E1UBL,34970.8363267014,945.829550507854
243,E1UBL,122778.039177736,2340.32218638378
244,E1UBL,1334101.20669713,10016.8003355856
245,E1UBL,873343.512440038,10493.961305966
246,E1UBL,72488.4176458245,1644.02376110784
247,E1UBL,8331.19546596291,395.958188328769
248,E1UBL,19825248.0884503,251703.08801473
249,E1UBL,92641279.4581745,864229.034307041
250,E1UBL,57812.2291326873,1811.04675868908
251,E1UBL,632079.692206904,8037.266758532
252,E1UBL,16300.8912789335,653.388598651098
253,E1UBL,24725.3653215333,782.824647843528
254,E1UBL,21511.5363414646,729.983965706695
255,E1UBL,22339.4085000798,812.463393771592
256,E1UBL,150166.700153954,2283.30508597921
257,E1UBL,49647.827816217,1171.10019849472
258,E1UBL,35159.4965986509,815.43354159441
259,E1UBL,280343.249700999,7300.60864283423
260,E1UBL,19610.60987253,590.349849351895
261,E1UBL,131133.568747644,1867.10523399034
262,E1UBL,15757.0838356148,589.591994325157
263,E1UBL,38215.4154712194,1108.03350773738
264,E1UBL,153622.311217317,2800.29434769904
265,E1UBL,116619.825778948,2435.07321500387
266,E1UBL,2683.07759700595,236.378149199362
267,E1UBL,29008.3943937202,1092.7230198247
268,E1UBL,10723.4041216593,551.078412004048
269,E1UBL,20630.4762747931,679.299357830049
270,E1UBL,279297.39775447,2458.50499829748
271,E1UBL,27939.2800482917,752.455030453367
272,E1UBL,132330.98509499,3189.587202007
273,E1UBL,12122.9234575178,476.815303977882
274,E1UBL,212527.586151677,5558.58975516054
275,E1UBL,121175.301609714,3023.32742039918
276,E1UBL,22472290.8851001,237347.491512128
277,E1UBL,14441.2533906698,492.618471444151
278,E1UBL,4645.37188872549,265.329204847741
279,E1UBL,10988.8500385181,1052.42482797546
280,E1UBL,9327.88738622786,789.119270040693
281,E1UBL,7024.85961448532,480.265350703058
282,E1UBL,21926.4413874219,648.155306144354
283,E1UBL,34262.8076230967,1083.11363294604
284,E1UBL,984613.008064114,12216.8066340141
285,E1UBL,7648.2757538311,341.85072498047
286,E1UBL,278113.418154045,6107.49884999414
287,E1UBL,355363.668709424,5200.3674536178
288,E1UBL,90.6491327256776,47.8382225734166
289,E1UBL,3463897.15402424,24523.9015090959
290,E1UBL,27174.181755283,1196.84340125047
291,E1UBL,363621.832587933,8079.15536212235
292,E1UBL,16775.2725203184,773.896042330128
293,E1UBL,4151.61901928355,257.76279526488
294,E1UBL,20287.1282009593,645.603828740177
295,E1UBL,46289.0252035214,1145.23806730805
296,E1UBL,59281.6733162687,1176.9197361669
297,E1UBL,7708.59928181228,361.045460485117
298,E1UBL,32646.4966362616,937.862047699968
299,E1UBL,174813677.412993,826185.554753075
300,E1UBL,76032.9939643,1196.86050700781
301,E1UBL,78670.0055757229,1401.29397350465
302,E1UBL,79209.7224456342,2355.11708683407
303,E1UBL,100436.020229549,2155.40316823284
304,E1UBL,461447.93369805,7791.4407949383
305,E1UBL,236703.252802105,5742.68460973262
306,E1UBL,240453.409184793,6451.71288133274
307,E1UBL,828146.78334613,19859.1334423403
308,E1UBL,6875887.71813445,92154.2383561629
309,E1UBL,68904.1328145404,1258.89918187447
310,E1UBL,44406.1579024459,1044.71317839186
311,E1UBL,112210.24231962,3715.68984610645
312,E1UBL,36616.2889451837,1034.49713467602
313,E1UBL,275212.238415921,4476.93749806418
314,E1UBL,112260.620747804,3022.45019905284
315,E1UBL,3327.53877136228,304.645798280248
316,E1UBL,1431.04485175874,160.812234188131
317,E1UBL,25656.137723681,1528.56776738694
318,E1UBL,16725.5052524677,608.852143767402
319,E1UBL,26280.1507972409,839.123893056009
320,E1UBL,529851.267573594,15259.1249378056
321,E1UBL,10265.4887462037,370.099370792677
322,E1UBL,13568.8896290206,463.173378405173
323,E1UBL,72418.3281378406,1349.02543693789
324,E1UBL,219431.04351549,4790.95518054194
325,E1UBL,55049.941843516,1105.56704338411
326,E1UBL,230365.930455636,3003.42551051988
327,E1UBL,48512.1908510302,1113.92688528612
328,E1UBL,41694.6480311119,999.324675948981
329,E1UBL,80763.89443456,2028.19410750282
330,E1UBL,206225.796774533,3153.05993907908
331,E1UBL,10588.0949918146,405.731133904558
332,E1UBL,10517.0787149585,401.594677252526
333,E1UBL,5534.9216745182,288.402141165544
334,E1UBL,146148.550431542,2672.59798933884
335,E1UBL,302630.670912979,5674.69748727901
336,E1UBL,125025.912658845,3141.52666618432
337,E1UBL,5952.89036141249,292.298621105187
338,E1UBL,60536.8977528635,1194.3360026507
339,E1UBL,381980.279159945,3305.71744310778
340,E1UBL,9939.60831302835,397.633699708276
341,E1UBL,28895.1508506435,701.005345466034
342,E1UBL,9722.88580461486,376.784064355448
343,E1UBL,56521.3612455723,1838.87830866382
344,E1UBL,12909.3205804149,425.344298876872
345,E1UBL,100772.337404209,1950.1328622925
346,E1UBL,116958.444718863,2985.05277420725
347,E1UBL,71928.6935533825,1261.20795199027
348,E1UBL,98407.2770358701,2506.51116674726
349,E1UBL,360158.427538295,5849.17275673038
350,E1UBL,35177.7952894146,1111.3989179097
351,E1UBL,40980.2535172024,947.971106281817
352,E1UBL,19480.7954749145,571.115010584862
353,E1UBL,118741.552095367,2801.13157453662
354,E1UBL,56904.6891046529,1516.77963929197
355,E1UBL,93071.1848634039,1330.37237167433
356,E1UBL,148249.183147135,1707.18639434837
357,E1UBL,44378.5091713025,1243.89514470722
358,E1UBL,21582.1164302485,816.247821928446
359,E1UBL,643114.542073639,12558.7676263945
360,E1UBL,13881.3971388186,515.566360534809
361,E1UBL,10760.5157388231,478.092063997306
362,E1UBL,20314.3873238594,754.736610857139
363,E1UBL,16064.3941823957,585.150314187655
364,E1UBL,12350.6355913635,505.42888954797
365,E1UBL,43241.4885369073,1342.48197748975
366,E1UBL,266195.598881552,6923.38528294098
367,E1UBL,176483.58771544,4029.44177350266
368,E1UBL,49576.8437465743,942.954340594642
369,E1UBL,6195.49415102165,380.339241441329
370,E1UBL,66459.0259961753,1782.40340419621
371,E1UBL,16189.8815534465,567.850364749408
372,E1UBL,234492.231590903,5054.57902061103
373,E1UBL,82132372.4140221,1243712.73363491
374,E1UBL,324927.378097509,23089.5321689724
375,E1UBL,8231.26120914953,515.30865392172
376,E1UBL,200943.338096128,5150.61987975209
377,E1UBL,6198.33403370645,293.181568729025
378,E1UBL,5637.54877910386,276.705215404411
379,E1UBL,60134.8970743473,1011.27926541294
380,E1UBL,56259.9644136552,1365.83341624818
381,E1UBL,10348.9422524352,432.514326058507
382,E1UBL,61206.0568559089,1731.67917215989
383,E1UBL,109929.362028678,1905.82173658073
384,E1UBL,31171.6129890348,963.402522765529
385,E1UBL,21406.5867279284,606.318676687607
386,E1UBL,9140.17707535583,409.957585595882
387,E1UBL,86133.2634248127,2047.32523025344
388,E1UBL,15798717.6921919,130417.86837583
389,E1UBL,35020.1169181834,832.409171565153
390,E1UBL,194144.633680199,3020.44262575498
391,E1UBL,21161366.590728,291785.194908175
392,E1UBL,67698.3253689935,2084.5799108907
393,E1UBL,152611.751248747,2134.429021328
394,E1UBL,20272.8549067716,629.582977943359
395,E1UBL,124071.293193424,2108.30024745704
396,E1UBL,72654.4402311328,1833.88812814665
397,E1UBL,85758.1963558008,2090.78286386478
398,E1UBL,91969.7321009805,2816.83177700087
399,E1UBL,765968.829808527,8976.6089545365
400,E1UBL,19163.0641302048,722.331405972652
401,E1UBL,332212.941456178,5546.79252470505
402,E1UBL,9779.87786941696,361.091629126349
403,E1UBL,22428.312732514,746.994289388627
404,E1UBL,102539.238431302,2256.52520468632
405,E1UBL,44.0303707793601,89.3730872558914
406,E1UBL,130022.232763506,3300.21551413854
407,E1UBL,10384.5666454207,446.747250691398
408,E1UBL,258805.23747687,4278.34103203142
409,E1UBL,157024.281141313,2186.31744625889
410,E1UBL,432298.303261732,7564.09970932966
411,E1UBL,9365.71428745758,362.31930780294
412,E1UBL,345733.029843443,5270.71644769858
413,E1UBL,8472.14528812346,337.539666215352
414,E1UBL,11838.8125904178,407.806603753478
415,E1UBL,45292.2038499042,1026.66991346072
416,E1UBL,110082.611590538,2188.71490457486
417,E1UBL,13669.7542044144,466.722850290769
418,E1UBL,50690.4057551542,2226.74266519333
419,E1UBL,27376.0616375641,796.889619378994
420,E1UBL,10699.0181389418,402.589044116149
421,E1UBL,19822.5022001976,611.322462392306
422,E1UBL,30071.902454988,916.320882798754
423,E1UBL,10035.4232767678,473.31309706462
424,E1UBL,88419.1397640909,4667.89911202177
425,E1UBL,27209.3653704834,664.980010058745
426,E1UBL,38963.9730180561,1082.77377723587
427,E1UBL,21055.3875818108,1443.93791190637
428,E1UBL,48433.647387574,2470.41242892331
429,E1UBL,8623.88188864444,354.112594435012
430,E1UBL,157310.537208375,2873.47178201351
431,E1UBL,2233638.00131118,14338.3403089124
432,E1UBL,966187.78608717,24272.6771858823
433,E1UBL,399134.162764875,7445.16070534262
434,E1UBL,137975.672879686,1756.93479348742
435,E1UBL,17617.5198123847,624.060092000393
436,E1UBL,1272629.41749839,21606.6176098276
437,E1UBL,1652831.5913567,37134.6622453567
438,E1UBL,72866.3122587386,1505.39296931841
439,E1UBL,563569.834751782,8211.54355988371
440,E1UBL,8839.69580609734,353.097654337333
441,E1UBL,4444.26219436062,260.433883515916
442,E1UBL,315.504974101637,93.2944957303395
443,E1UBL,297189.923633923,9729.71337842258
444,E1UBL,888730.590430732,19596.0549884369
445,E1UBL,62072.9122164013,2867.75386119415
446,E1UBL,142308.456219286,4281.77853072252
447,E1UBL,244543.894507839,9124.73351913261
448,E1UBL,11351.2791612522,396.011687977153
449,E1UBL,10613.5208565808,447.649244466088
450,E1UBL,26468.4711479814,765.361397610159
451,E1UBL,98672.6371246645,2121.64745463338
452,E1UBL,61477.6842266565,1477.89872449808
453,E1UBL,202280777.798911,3046393.30839613
454,E1UBL,24601.3819464346,762.530993513775
455,E1UBL,3445507.03807794,93160.7099936449
456,E1UBL6,31584.2614873438,1093.05341174209
457,E1UBL6,186449.851690322,2239.84477721623
458,E1UBL6,9090.678065953,377.193897255202
459,E1UBL6,18329.1644506377,536.259018547257
460,E1UBL6,508821.497499566,10836.4133329434
461,E1UBL6,29777.0145107321,637.485184937324
462,E1UBL6,18282.3858644746,547.839032005306
463,E1UBL6,6171555.51198821,69399.1714837069
464,E1UBL6,19078.1195130701,684.482683370498
465,E1UBL6,11416.964612723,445.001643141307
466,E1UBL6,27323.2237914102,598.396236075591
467,E1UBL6,23918.6383075461,820.010613568739
468,E1UBL6,30020.8345423827,877.745988086746
469,E1UBL6,35232.5882139865,950.355082722795
470,E1UBL6,16442.843936387,507.869910350311
471,E1UBL6,23636.0544616021,615.98751112737
472,E1UBL6,12840.8910000625,458.154977219777
473,E1UBL6,12606.1125942834,431.807270938058
474,E1UBL6,35452.7179692869,1076.19644968652
475,E1UBL6,42215.521784397,785.208964446377
476,E1UBL6,29189.2210023267,787.37346722007
477,E1UBL6,54674.7023467135,1160.99193431491
478,E1UBL6,20003.0098677718,551.154959069873
479,E1UBL6,42100623.4098916,521278.33339182
480,E1UBL6,804170.636498454,18114.949686535
481,E1UBL6,950637.981805402,7292.62104270539
482,E1UBL6,24795.4535217073,691.302670034399
483,E1UBL6,114802.704438424,2137.63457527858
484,E1UBL6,52066.0948910603,1611.37905128839
485,E1UBL6,449446.89361783,4740.7099244614
486,E1UBL6,215208.852770679,2534.00626785176
487,E1UBL6,428940.8501519,12849.8044078392
488,E1UBL6,478590.29523639,4054.19412022161
489,E1UBL6,64258.999580506,1263.48718726664
490,E1UBL6,280917.593913213,8340.65634857479
491,E1UBL6h,29689.0145636577,813.989366957764
492,E1UBL6h,112772.768668034,2690.95826193663
493,E1UBL6x,158116.951908804,2636.152188023
494,E1UBL6x,258856.402150077,6838.56355104698
495,E1UBL6x,216978.195869232,5669.84264713336
496,E1UBL6x,7602.57347652751,367.49547926029
497,E1UBL6x,804946.515028244,18200.5592278621
498,E1UBL6x,1306711.03438669,30650.8142668015
499,E1UBL6x,65701.9491386775,1874.3499390307
500,E1UBL6x,27448.996637607,867.375608552377
501,E1UBLx,33036.960848717,1081.38919400208
502,E1UBLx,47237.4774175455,1454.50852780774
503,E1UBLx,87227.5749403919,2170.64506793344
504,E1UBLx,363086.444177687,2557.2843073817
505,E1UBLx,513476.801644803,3617.31200010334
506,E1UBLx,537589.489233177,8722.78783677066
507,E1UBLx,168588.396728716,2442.07763075368
508,E1UBLx,96467.6459059596,1506.98732702947
509,E1UBLx,45638.909745314,1261.49345785699
510,E1UBLx,1037549.56777865,8590.64046390235
511,E1UBLx,515994.166670036,8947.58687200639
512,E1UBLx,263199.380301564,3876.24476181045
513,E1UBLx,299666.406653165,5683.64309737892
514,E1UBLx,65251.5042573938,1316.28193934814
515,E1UBLx,131690.509318087,3789.6460473927
516,E1UBLx,146287.211695228,1579.56501933893
517,E1UBLx,26368.6604912576,1050.94388702464
518,E1UBLx,191648.329709734,3654.09934857756
519,E1UBLx,46709.5004269999,1180.77576234308
520,E1UBLx,120305.965379618,2964.95972539073
521,E1UBLx,1177243.96700134,8253.5616875547
522,E1UBLx,738348.270519041,4961.56685303776
523,E1UBLx,99195.4078511279,2884.11512699138
524,E1UBLx,65897.8140016467,1765.05991583131
525,E1UBLx,9329.79570931224,414.868780638253
526,E1UBLx,46134.2917872198,1447.32095041141
527,E1UBLx,20008.2955392178,745.22536656931
528,E1UBLx,820345.953529656,8342.61719112275
529,E1UBLx,337637.973855181,7033.812456114
530,E1UBLx,93976.1678229639,2721.21670074066
531,E1UBLx,55471.7323390913,1212.3889122919
532,E1UBLx,41546.2711206666,1037.13856335827
533,E1UBLx,94032.0793561875,2878.91429006815
534,E1UBLx,50622.8059605832,1634.23538977182
535,E1UBLx,304441.188224713,7119.9731407655
536,E1UBLx,129750.791676014,3304.40745716677
537,E1UBLx,166213.165941406,3272.15809477704
538,E1UBLx,448792.70794198,10998.6499245144
539,E1UBLx,6294.23109227827,358.283078466921
540,E1UBLx,701652.458243856,13794.8912332318
541,E1UBLx,201553.765766116,4508.94197536591
542,E1UBLx,2242010.77671445,8382.71904183044
543,E1UBLx,69556.9500958095,3857.94976466464
544,E1UBLx,853585.308270949,8532.35120847635
545,E1UBLx,317625.029052255,2734.74227362767
546,E1UBLx,756103.133460902,4589.95078437973
547,E1UBLx,239342.907774528,5875.94329446584
548,E1UBLx,125952.728129071,4072.21610516586
549,E1UBLx,37800.1600712822,1091.8945143102
550,E1UBLx,187229.954219728,3658.21487487249
551,E1UBLx,40155.7037201629,1389.80518851638
552,E1UBLx,26779.9020683058,1010.33538570551
553,E1UBLx,112251.975944874,3274.0281740444
554,E1UBLx,17940.7787011972,687.34305030645
555,E1UBLx,306245.614820023,3684.17738329642
556,E1UBLx,105086.613047265,2121.52125615367
557,E1UBLx,1034200.51284001,8164.87920250897
558,E1UBLx,1419922.62631958,26567.0102238473
559,E1UBLx,241923.436583878,3056.02414756598
560,E1UBLx,290543.046450494,10280.6039601165
561,E1UBLx,67093.9315265614,2241.39189108338
562,E1UBLx,127176.895850149,4353.3320321463
563,E1UBLx,23870.3896866703,826.445429317148
564,E1UBLx,43534.0522888515,1144.7692186774
565,E1UBLx,125608.842589668,3592.44148919233
566,E1UBLx,50510.969199752,1748.03144339031
567,E1UBLx,13223.9764692286,509.997844990231
568,E1UBLx,155346.516986926,4277.12922262206
569,E1UBLx,43301.8957073497,1716.56259917918
570,E1UBLx,23019.9902092123,774.565896993243
571,E1UBLx,191436.494884852,2624.61295970685
572,E1UBLx,75877.1901003876,1672.9692034839
573,E1UBLx,42548.757682653,1233.96451019198
574,E1UBLx,43578.9240432103,1515.64067122679
575,E1UBLx,31048.7304409479,761.684026807476
576,E1UBLx,123560.468947459,1502.43159404746
577,E1UBLx,9821.37542696682,907.710330632399
578,E1UBLx,92140.458803957,2073.76262481175
579,E1UBLx,122504.361890503,2870.22605530242
580,E2EM1/FO4P,101730.904785735,1384.04365824087
581,E2EM1/SS1P,48811.9898934587,1283.78309645616
582,E2EM1/SS1P,108451.254222459,2042.50917062441
583,E2EM1/SS1P,70928.3809759839,2060.47573032954
584,E2EM1/SS1P6,35584.9825865557,783.908540144231
585,E2EM1/SS1P6,82256.2434804393,1415.35920505349
